match_id,game_id,minute,timestamp_ms,p1_position_x,p1_position_y,p1_level,p1_total_gold,p1_damage_dealt,p1_damage_taken,p1_kills,p1_deaths,p1_assists,p2_position_x,p2_position_y,p2_level,p2_total_gold,p2_damage_dealt,p2_damage_taken,p2_kills,p2_deaths,p2_assists,p3_position_x,p3_position_y,p3_level,p3_total_gold,p3_damage_dealt,p3_damage_taken,p3_kills,p3_deaths,p3_assists,p4_position_x,p4_position_y,p4_level,p4_total_gold,p4_damage_dealt,p4_damage_taken,p4_kills,p4_deaths,p4_assists,p5_position_x,p5_position_y,p5_level,p5_total_gold,p5_damage_dealt,p5_damage_taken,p5_kills,p5_deaths,p5_assists,p6_position_x,p6_position_y,p6_level,p6_total_gold,p6_damage_dealt,p6_damage_taken,p6_kills,p6_deaths,p6_assists,p7_position_x,p7_position_y,p7_level,p7_total_gold,p7_damage_dealt,p7_damage_taken,p7_kills,p7_deaths,p7_assists,p8_position_x,p8_position_y,p8_level,p8_total_gold,p8_damage_dealt,p8_damage_taken,p8_kills,p8_deaths,p8_assists,p9_position_x,p9_position_y,p9_level,p9_total_gold,p9_damage_dealt,p9_damage_taken,p9_kills,p9_deaths,p9_assists,p10_position_x,p10_position_y,p10_level,p10_total_gold,p10_damage_dealt,p10_damage_taken,p10_kills,p10_deaths,p10_assists,t100_voidgrubs,t100_dragons,t100_barons,t100_turrets,t100_inhibitors,t200_voidgrubs,t200_dragons,t200_barons,t200_turrets,t200_inhibitors,average_rank,win
88141d50-5c6d-4d4e-bd2c-a27b4870530a,NA1_5480356423,22,1320512,996,4925,15,7925,15018,14382,2,2,0,8241,1587,12,8531,9071,17018,4,5,3,1004,11230,13,8364,15489,15833,4,6,2,12981,2264,11,7757,7727,10141,1,4,3,2680,2060,9,5256,3828,11942,1,4,3,4791,10301,15,8150,11145,22494,3,2,1,4731,10348,15,11235,9029,12919,7,0,5,4557,10640,13,7649,10527,14944,3,6,6,9574,9678,12,11047,18846,10306,8,1,2,4774,10327,11,5929,4370,12020,0,3,9,3,0,0,2,0,0,3,1,3,0,,0
88141d50-5c6d-4d4e-bd2c-a27b4870530a,NA1_5480356423,23,1380523,7017,4855,15,8309,15018,14666,2,3,0,8779,3934,13,9231,10443,17722,4,5,3,9372,4658,14,8879,16776,16368,4,6,2,6337,4918,11,8152,7981,10516,1,4,3,5919,5519,10,5432,4198,12393,1,4,3,6116,13315,16,8450,11145,22977,3,2,1,8448,6308,15,11831,9029,13222,7,0,6,11822,5205,13,7926,11615,17706,3,6,6,8219,4917,13,11659,19297,11002,9,1,2,8586,4820,12,6256,4370,12179,0,3,10,3,0,0,2,0,0,3,1,4,0,,0
88141d50-5c6d-4d4e-bd2c-a27b4870530a,NA1_5480356423,24,1440544,542,1409,15,8432,15566,17652,2,3,0,2353,8674,13,9528,11970,19204,4,5,3,5830,5460,14,9044,18804,17350,4,6,2,5108,5014,11,8359,9459,10880,1,4,3,5650,5385,10,5614,4774,12762,1,5,3,1171,6665,17,9562,11145,23606,3,2,1,8142,3528,16,12178,10436,15519,7,0,7,6584,4792,13,8073,11670,18084,3,6,7,7224,6714,14,12382,22559,12385,10,1,2,7065,5287,12,6625,5114,14540,0,3,10,3,0,0,2,0,0,3,1,6,0,,0
88141d50-5c6d-4d4e-bd2c-a27b4870530a,NA1_5480356423,25,1495247,1262,5315,15,8625,17489,19239,2,3,0,1132,4707,13,9768,12851,20600,4,5,3,2474,3456,14,9175,19488,18713,4,6,2,2061,1912,12,8524,9565,11153,1,4,3,4855,4971,10,5774,4774,14140,1,5,3,1085,5452,17,10425,13051,27670,3,2,1,3788,3618,16,12626,10915,15603,7,0,7,3282,3774,14,8613,12314,19122,3,6,7,3395,4062,14,13156,23388,12846,10,1,2,3385,3768,12,6995,5564,14586,0,3,10,3,0,0,2,0,0,3,1,6,0,,0
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,0,0,603,611,1,500,0,0,0,0,0,662,285,1,500,0,0,0,0,0,362,135,1,500,0,0,0,0,0,130,401,1,500,0,0,0,0,0,298,675,1,500,0,0,0,0,0,14103,14195,1,500,0,0,0,0,0,14426,14170,1,500,0,0,0,0,0,14321,14673,1,500,0,0,0,0,0,14589,14454,1,500,0,0,0,0,0,14055,14493,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,1,60012,2173,12009,1,500,0,0,0,0,0,8170,3380,1,500,0,40,0,0,0,6755,7189,1,500,0,0,0,0,0,10905,2215,1,500,0,0,0,0,0,11340,1737,1,500,0,0,0,0,0,3064,12821,1,500,0,0,0,0,0,11102,6755,1,500,0,37,0,0,0,7358,7519,1,500,0,0,0,0,0,12411,5366,1,500,0,0,0,0,0,13276,2465,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,2,120044,2959,12863,2,775,335,671,0,1,0,6941,5162,2,852,0,831,0,0,0,6916,6965,2,775,388,248,0,0,0,12612,3042,2,783,129,0,0,0,0,11702,2023,2,659,143,36,0,0,0,3549,13376,2,707,625,644,1,0,0,10009,8988,2,813,0,741,0,0,0,7755,7407,3,803,239,411,0,0,0,13316,3764,2,749,0,65,0,0,0,13694,3607,2,664,36,208,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,3,180132,394,461,3,1083,934,1449,0,1,0,2304,9072,3,1204,0,1489,0,0,0,6483,6800,4,1117,547,577,0,0,0,12223,2059,3,1055,204,132,0,0,0,11908,2220,3,855,345,483,0,0,0,4255,13625,4,1379,1339,1416,1,0,0,4538,9463,3,1175,0,1041,0,0,0,7373,7233,4,1091,478,569,0,0,0,13450,2355,3,1038,138,233,0,0,0,12333,3006,3,880,473,361,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,4,240144,3169,12639,5,1416,934,1449,0,1,0,10666,5034,4,1467,0,1559,0,0,0,6730,7056,5,1421,900,772,0,0,0,12882,2974,4,1385,527,576,0,0,0,12707,3200,4,1084,692,767,0,0,0,3612,13497,4,1598,1339,1557,1,0,0,12077,10454,4,1490,0,1248,0,0,0,7635,7738,5,1401,664,967,0,0,0,13449,4028,4,1363,401,324,0,0,0,13238,4428,4,1060,720,959,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,5,300176,2939,13006,5,1734,1300,2155,0,1,0,3290,12603,4,1790,137,1776,0,0,0,7401,7794,6,1719,1131,782,0,0,0,544,512,4,1662,616,629,0,0,0,1240,884,4,1255,784,767,0,0,0,4221,13336,5,1870,2003,2171,1,0,0,11048,8523,4,1712,0,1638,0,0,0,8760,8854,5,1645,664,1466,0,0,0,13404,2935,4,1641,454,525,0,0,0,13325,4005,4,1231,720,959,0,0,0,0,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,6,360183,2250,13268,6,1990,1300,2155,0,2,0,4484,5979,5,2217,137,2187,0,0,0,6679,7144,6,2023,1131,782,0,0,0,12329,2385,5,1918,616,656,0,0,0,12297,2694,5,1460,839,891,0,0,0,8043,13805,6,2174,2003,2171,2,0,0,9852,6105,5,2015,0,2437,0,0,0,8662,6727,6,1815,664,1860,0,0,0,13331,3045,5,1861,524,529,0,0,0,12312,4375,5,1406,788,1014,0,0,0,0,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,7,420189,1107,5680,6,2237,2197,3655,0,2,0,7843,3584,5,2415,137,2537,0,0,0,7147,7395,7,2333,1519,782,0,0,0,13232,2834,5,2226,758,895,0,0,0,12657,3179,5,1664,1010,1802,0,1,0,1226,10220,7,2938,3360,3180,2,0,0,3916,9855,5,2137,0,2437,0,0,0,8047,8224,7,2161,664,2699,0,0,0,13355,3822,5,2148,1372,842,1,0,0,12904,4017,5,1616,991,1069,0,0,1,0,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,8,480219,3220,13430,7,2597,3168,4842,1,3,0,13455,2964,6,2770,1097,3277,0,0,0,6829,6715,7,2591,1714,786,0,0,0,394,461,6,2436,1270,1392,0,0,0,10790,1638,5,1816,1027,2379,0,1,0,4247,13587,7,3175,4354,4449,2,1,1,7119,11024,6,2507,0,3088,1,0,0,8244,7726,7,2405,664,3078,0,0,0,12995,3515,6,2639,2294,1396,1,0,0,13162,3859,6,2002,1521,1692,0,0,1,0,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,9,540241,963,4370,8,3183,3716,6765,2,3,0,3808,8422,6,2960,1097,3851,0,0,0,9186,6531,8,2830,1995,847,0,0,0,13256,3631,6,2741,1270,1632,0,0,0,11669,5378,6,2055,1520,3212,0,2,0,7476,13747,8,3477,4397,5022,2,2,1,11731,7085,6,3082,659,3088,1,0,0,11425,5764,8,2726,1243,3551,1,0,0,12304,5069,6,2882,2491,1479,1,0,1,12349,5630,6,2252,1846,2134,0,0,2,3,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,10,600263,3352,13151,9,3908,5353,7607,2,3,0,4508,8491,7,3329,1674,5229,0,1,0,4572,7988,8,3089,2405,899,0,0,0,10780,1387,7,3020,1524,1917,0,0,0,10898,1398,6,2227,1520,3810,0,2,0,3737,13144,8,3717,4900,6716,2,2,1,5128,8554,7,3414,659,3446,2,0,0,5964,8692,8,3057,2071,4588,1,0,1,11379,4127,7,3230,3155,1786,1,0,1,9097,5816,6,2438,1852,2134,0,0,2,3,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,11,660288,508,887,9,4594,5353,8132,2,3,0,10453,3281,7,3566,1876,5800,0,2,1,7475,7354,9,3361,2817,1041,0,0,1,11117,1683,7,3218,1524,1917,0,0,1,10754,1488,6,2379,1599,3823,1,2,0,2303,12609,8,3921,4900,6727,2,2,1,14276,14277,8,4016,983,3515,2,0,0,13886,14094,9,3437,2188,5189,1,1,2,12490,1813,7,3507,3169,1924,2,0,1,3908,8715,6,2621,1852,2161,0,0,2,3,0,0,0,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,12,720291,1496,11710,10,4943,6957,9748,3,3,0,8895,5444,7,4057,3735,7068,0,2,1,10718,3292,9,3705,3072,1041,0,0,1,11792,1942,7,3490,3058,2952,0,0,1,10595,3537,7,2970,1839,4466,1,2,0,2648,12376,9,4379,6393,8790,2,3,1,12663,2816,8,4220,1233,4028,2,0,0,14311,14509,9,3678,3341,7455,1,1,2,14340,14391,8,3982,4412,2823,2,0,1,12308,3173,7,2813,1852,2527,0,0,2,3,0,0,1,0,0,1,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,13,780321,4983,13325,11,6128,8007,10924,3,3,0,9425,2397,8,4523,3861,7594,0,3,1,9497,1850,9,3891,4361,2689,0,1,1,10510,1673,8,3764,4398,4201,0,0,1,10136,1509,7,3249,2430,4858,1,2,0,14305,14386,9,4556,7434,10064,2,3,1,10339,2553,8,4447,2685,5364,3,0,0,10446,2643,9,3891,3555,8655,1,1,4,11429,1905,8,4219,5473,3244,3,0,2,10426,3134,7,3030,2078,3737,0,0,3,3,0,0,1,0,0,2,0,0,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,14,840351,7821,6761,11,6250,8169,11526,3,3,0,9462,6050,8,4753,4463,9327,0,4,1,8993,5755,9,4014,4595,3563,0,1,1,7663,3273,8,4253,4398,4433,0,0,1,10648,5156,7,3424,2430,5048,1,2,0,1577,11451,10,4912,7434,10246,3,3,1,8856,6578,9,4980,3283,6048,3,0,1,9927,7502,9,4231,5159,9529,1,1,5,10326,5716,8,5209,6482,3347,3,0,3,9457,6397,8,3255,2078,3845,0,0,3,3,0,0,1,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,15,900378,7372,7290,12,6730,9379,13570,3,3,0,8702,7854,8,4875,7154,11152,0,4,1,7790,7123,9,4136,5073,3751,0,1,1,12206,2339,8,4429,4692,4524,0,0,1,7371,7375,7,3635,2655,5686,1,2,0,9297,8597,11,5525,7945,12160,3,3,1,8215,8048,9,5276,4438,6991,3,0,1,8840,8839,9,4607,6359,10881,1,1,5,7960,8302,9,5540,7464,4470,3,0,3,13208,3149,8,3553,2168,4518,0,0,3,3,0,0,1,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,16,960384,6530,8579,12,7096,10467,14271,4,3,2,4461,9452,8,5122,7209,11267,0,5,4,4481,9694,10,4483,5500,3981,2,1,2,11536,1768,9,4845,5325,5170,0,0,1,11149,1682,8,3826,2963,5755,1,2,0,5191,10161,11,5821,7945,12484,4,4,1,5399,9391,9,5514,4438,8222,3,1,2,7630,8541,9,4772,6967,11809,1,2,6,13488,2780,9,5853,7807,5450,3,0,3,13636,2954,9,3808,2406,4551,0,0,3,3,0,0,2,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,17,1020402,5421,13016,13,8243,12789,16216,4,3,2,2778,6232,9,5574,8686,12894,1,5,4,8426,8123,11,5760,6980,4744,2,1,3,13639,3929,9,5252,5325,5437,0,0,1,13279,4161,8,4172,3352,6347,1,2,0,14311,14507,11,6080,9070,14692,4,4,1,12199,10116,9,5665,6415,10167,3,2,2,14340,14391,10,5024,8070,13659,1,2,6,13879,5706,9,6329,7854,5760,3,0,3,13427,4561,9,3981,2562,4697,0,0,3,3,0,0,3,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,18,1080415,7016,7331,13,8517,13968,17570,7,3,4,5649,5737,10,6296,9124,13974,2,5,7,5525,6094,11,6289,8017,6723,3,1,7,394,461,10,5532,5660,6520,0,0,2,11486,1775,8,4398,3394,7887,1,3,2,1370,7289,12,6491,9070,14805,4,4,1,4921,5031,10,5908,7910,12349,3,3,3,6994,7204,10,5314,8429,15434,2,4,6,7128,6909,10,6710,11229,5831,3,1,3,7410,7312,9,4174,2828,5071,0,1,3,3,0,0,3,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,19,1140426,9294,8427,14,10274,22068,21605,7,3,5,9548,7983,11,7104,10570,14162,2,5,7,9453,8026,12,7334,10565,7182,4,1,7,5381,4895,10,5957,5828,6520,0,0,2,10082,7577,9,4797,3533,9621,1,3,2,14177,14066,12,6915,10128,17464,4,4,1,10010,7675,10,6209,9886,14745,3,3,3,10043,7930,10,5739,10026,19180,2,4,6,9340,9051,10,6859,12534,8664,3,2,3,9825,9173,9,4332,3019,7030,0,1,3,3,1,0,4,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,20,1200452,394,461,14,11160,24185,24025,8,3,5,13778,6287,11,7629,10570,15148,2,6,7,9390,8134,12,8163,12343,7874,4,1,7,10350,6776,10,6201,6097,6520,0,0,3,10571,7461,9,4999,3533,9621,1,3,3,13246,6577,13,7038,10751,19091,5,4,1,12558,7341,10,6374,9886,15163,3,3,3,10851,10500,10,5889,10326,20037,2,4,6,13555,8285,10,7004,12591,9927,3,2,3,10951,10397,10,4543,3159,7202,0,2,3,3,1,0,4,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,21,1260485,8481,10180,15,11699,25409,24094,8,3,5,4049,4679,11,8105,13135,16892,2,6,7,8628,10075,13,8334,12513,7937,4,1,7,10438,10106,11,6513,6731,6580,0,0,3,9899,10122,9,5266,3860,9706,1,3,3,6118,13870,13,7849,12479,21022,5,4,1,10856,11268,11,6693,9886,16168,3,3,3,10747,11183,12,6076,10326,20305,2,4,6,11417,10834,10,7241,12777,10538,3,2,3,12115,7242,10,4724,3159,9179,0,2,3,3,1,0,4,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,22,1320497,2610,9909,15,12158,26045,26298,8,4,9,3447,8730,12,8363,13481,17474,3,6,11,2085,9534,13,8456,12804,8611,7,1,8,3197,8200,11,6728,8006,7418,1,0,5,4143,9649,9,5442,3965,9955,1,3,8,2979,9860,14,8281,12479,21190,6,5,1,2785,9590,11,6921,10477,16781,3,4,4,2780,9653,12,6268,11367,21290,2,5,7,3207,9005,10,7436,14059,11575,3,3,4,3396,9781,10,4916,3159,9285,0,3,4,3,1,1,4,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,23,1380511,5366,1141,16,12556,28421,28478,9,4,10,3596,8160,13,9136,16485,20784,4,6,12,1809,1152,13,9292,17083,10942,7,1,9,394,461,12,7745,9539,9783,1,0,7,5517,5799,11,5979,4514,10509,1,3,10,10268,13833,14,9514,14258,24173,6,5,1,9656,10204,11,7093,12265,19561,3,5,4,11085,12202,12,6440,12206,23894,2,6,7,10047,10180,11,7782,14059,12419,3,3,4,11770,10858,10,5142,3450,11898,0,3,4,3,1,1,5,0,0,2,0,1,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,24,1440537,13767,10537,16,13400,31525,31163,12,4,10,1314,4828,13,9694,19352,20986,4,6,12,13826,10100,14,9950,17931,11258,8,1,10,13444,9881,12,8158,10410,9879,1,0,9,13283,10014,11,6332,4747,10778,1,3,13,1628,6770,15,10274,14258,24921,6,6,1,12103,8389,11,7330,13111,22709,3,6,4,12210,8439,12,6563,13581,26858,2,6,7,14276,11955,11,8083,14472,13426,3,4,4,12692,11752,10,5353,3450,13503,0,4,4,3,1,1,9,2,0,2,0,2,0,,1
e87ffc3d-4c66-46d1-9a0c-044c041ab113,NA1_5480717607,25,1490285,13954,13206,17,14405,37914,34090,12,4,10,9956,5155,13,10223,19352,21510,4,6,12,13269,12825,14,10814,20045,11553,8,1,10,12678,12454,13,8915,11741,11301,1,0,9,13700,13354,12,6956,5233,11677,1,3,13,12657,11813,15,10693,15348,27602,6,6,1,13865,13454,11,7615,14526,25375,3,6,4,14400,14152,12,6848,14694,28482,2,6,7,13588,12501,11,8401,14740,15151,3,4,4,13800,13449,10,5682,3832,15800,0,4,4,3,1,1,9,2,0,2,0,2,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,0,0,603,611,1,500,0,0,0,0,0,662,285,1,500,0,0,0,0,0,362,135,1,500,0,0,0,0,0,130,401,1,500,0,0,0,0,0,298,675,1,500,0,0,0,0,0,14103,14195,1,500,0,0,0,0,0,14426,14170,1,500,0,0,0,0,0,14321,14673,1,500,0,0,0,0,0,14589,14454,1,500,0,0,0,0,0,14055,14493,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,1,60020,2230,12042,1,500,0,0,0,0,0,8653,5774,1,500,316,177,0,0,0,6835,7475,1,520,0,0,0,0,0,13007,2449,1,500,65,0,0,0,0,13334,2273,1,500,61,0,0,0,0,2824,12970,1,500,0,0,0,0,0,7982,9852,1,500,0,92,0,0,0,8787,5961,1,500,177,316,0,0,0,13602,3059,1,500,0,0,0,0,0,13000,2978,1,500,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,2,120042,1511,11779,2,701,303,840,0,1,0,7534,2614,2,783,504,752,0,0,0,6932,7092,2,803,190,340,0,0,0,12482,2535,2,789,647,304,0,0,0,12811,2017,2,649,95,0,0,0,0,2058,12444,2,749,728,452,1,0,0,4085,11700,3,887,0,853,0,0,0,7623,7516,2,647,433,790,0,0,0,13610,3185,2,749,0,163,0,0,0,13075,3672,2,689,143,614,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,3,180052,2117,12524,3,837,488,1269,0,1,0,2494,8370,3,1114,504,1309,0,0,0,6733,6972,4,1105,607,606,0,1,0,12526,2261,3,1097,969,450,0,0,0,12948,1829,3,825,173,8,0,0,0,12929,14286,4,1477,1148,1157,1,0,0,11440,7069,3,1114,0,1241,0,0,0,7052,7493,4,877,502,1096,1,0,0,12975,3113,3,1077,0,349,0,0,0,13544,2987,3,885,272,848,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,4,240054,1096,10896,4,1161,797,1705,0,2,0,6970,4918,4,1550,504,1701,0,0,0,5777,6855,5,1395,910,1630,1,1,0,9531,1808,4,1374,1678,1353,0,0,0,11031,1387,3,1065,662,662,0,0,0,1254,11367,5,1781,1500,1667,2,0,0,12198,2461,4,1390,311,1757,0,0,0,5970,6890,5,1399,1501,1443,1,1,0,13151,2115,3,1321,476,1157,0,0,0,14340,14391,3,1090,653,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,5,300160,4472,1100,4,1297,1133,2568,0,2,0,394,461,5,1856,504,2207,0,0,0,7759,7047,5,1919,1025,1630,1,1,0,5062,992,4,1604,1790,1460,0,0,0,11343,1356,4,1206,662,662,0,0,0,1768,11498,6,2456,2341,2697,2,0,0,6473,12561,4,1665,311,2208,0,0,0,8116,8137,5,1617,1501,1959,1,1,0,12751,2390,4,1580,476,1157,0,0,0,12497,2940,4,1300,760,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,6,360188,12966,3420,5,1449,1257,2772,0,2,0,10923,4619,5,1984,774,2319,1,0,0,9027,5473,6,2129,1168,1938,1,1,1,13433,3491,5,1976,2405,1897,0,0,0,11983,4402,4,1346,662,682,0,0,1,1824,11153,6,2684,2341,2779,2,0,0,11455,8314,5,1939,456,2825,0,0,0,10239,5811,6,1839,1614,2247,1,2,0,13663,4849,4,1887,755,1789,0,0,0,13094,4783,5,1530,937,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,7,420209,13026,1946,5,1761,1257,3585,0,2,0,7137,11286,5,2558,1311,2927,1,0,0,9173,5456,6,2327,2071,2566,1,1,1,12594,2938,5,2369,3228,2275,0,0,0,9735,2477,4,1561,662,1410,0,0,1,1422,10780,7,3178,2341,3210,2,0,0,10611,4965,5,2255,456,3887,0,0,0,9975,8863,6,1962,2339,3597,1,2,0,13681,4249,5,2090,1028,2081,0,0,0,13090,3890,5,1730,1816,2215,0,0,0,0,0,0,0,0,0,0,0,1,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,8,480224,7130,7759,5,1883,1372,3896,0,3,1,6707,9370,6,3014,1311,3475,1,0,0,7471,7264,7,2591,2235,2611,2,2,1,10819,1753,6,2607,3228,2283,0,0,0,10139,1741,5,1702,662,1410,0,0,1,1275,10743,8,4094,2341,3844,2,0,0,12394,13131,6,2507,456,4282,2,0,0,8115,8172,7,2228,2441,3877,1,3,2,11830,1218,5,2471,1028,2081,0,0,2,11713,1768,5,2007,1816,2225,0,0,0,0,0,0,0,0,0,0,0,1,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,9,540237,1320,6821,6,2155,2071,5553,0,4,1,5341,5884,7,3412,1311,4211,3,0,0,1669,2104,7,3083,3967,3960,2,2,2,12864,3389,6,2988,3515,2474,0,1,0,13244,2814,5,1877,683,1453,0,0,2,6178,6736,8,4401,2341,4032,3,0,0,10027,9031,6,3157,2077,5518,2,0,0,10453,11041,7,2487,2939,5340,1,4,3,6297,6928,6,2936,1746,2200,0,0,3,13493,4681,6,2193,1946,2532,1,1,0,0,0,0,0,0,0,0,0,1,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,10,600266,1437,6468,6,2387,2697,7626,0,4,1,10105,2626,8,4288,2573,5078,3,0,0,10656,2738,7,3355,4859,4510,2,2,2,2498,1243,6,3204,4642,3935,0,1,0,10768,2090,5,2274,1103,2059,0,0,2,1493,6899,9,5086,4322,6418,3,0,0,12468,6393,7,3494,2439,6340,2,0,0,9809,2717,7,2685,4198,6775,1,4,3,14013,4281,6,3198,2326,2597,0,0,3,11456,3473,6,2804,2713,4066,1,1,0,0,0,0,0,0,3,0,0,1,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,11,660275,7576,7793,7,2644,2697,7933,0,4,1,10700,3220,8,4775,2882,5186,4,0,0,7761,7237,8,3640,4859,4587,2,2,2,2849,7175,7,3470,5460,4783,0,1,0,9804,1586,6,2470,1103,2059,0,0,2,12060,14193,10,5348,5031,7294,3,0,0,4036,10427,7,3775,2439,7256,2,0,0,4353,9211,7,2867,4198,6872,1,4,3,7934,8596,7,3358,2556,2597,0,0,3,10688,3185,6,3034,2713,4375,1,2,0,0,0,0,0,0,3,0,0,1,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,12,720287,7368,7491,7,2766,3183,9077,0,4,3,11195,4542,8,5366,4145,5536,6,0,0,926,3532,8,3853,5478,4780,2,3,2,7424,7016,7,3703,5556,4783,0,1,0,11021,3773,6,2792,1103,2059,0,0,4,1487,6876,10,5873,5031,7639,4,0,0,10183,5784,8,4101,2439,7629,2,0,0,8355,8293,8,3078,4643,7681,1,4,3,12778,2931,7,3623,3449,2989,0,1,3,12732,2679,7,3206,3037,5638,1,3,0,0,1,0,0,0,3,0,0,2,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,13,780304,13800,4361,8,3077,3958,9631,0,5,3,9717,5262,9,6253,5939,6826,6,0,0,902,5608,8,3995,6898,6363,2,3,3,1422,5162,8,3853,6984,6161,1,1,0,10770,4486,7,3109,1368,2059,0,0,4,956,6909,11,6647,7921,10727,4,1,0,7008,11314,8,4333,2439,8032,2,0,1,5924,6558,9,3811,4643,8059,1,4,3,13771,6624,7,3887,3449,4107,0,1,3,10790,10284,7,3566,3964,7354,2,3,0,0,1,0,1,0,3,0,0,3,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,14,840325,12745,2381,8,3388,4865,11698,0,5,3,3525,6440,10,6730,6244,7419,7,0,1,1164,7996,9,4425,6898,6363,3,3,3,10112,969,8,4960,7748,7492,1,2,1,3431,7369,7,3351,1368,2480,0,0,6,10165,1178,11,6868,9210,11712,4,1,1,9992,1353,8,4738,3520,8545,2,0,1,8407,8086,9,4073,4643,8246,1,4,3,11131,1334,8,4138,3620,5069,0,2,3,10458,1408,7,4200,4322,7407,3,4,0,0,1,0,1,0,3,0,0,5,0,,1
eeb63e43-464e-40ad-a80c-9add7c304aa6,NA1_5480780694,15,900337,1862,12046,9,3684,4865,11871,0,5,3,9595,2519,10,7429,7548,7788,7,0,1,9289,2434,10,5023,7825,6454,3,3,3,9042,2478,9,5241,8229,7646,1,2,1,9521,2442,8,3736,1392,2480,0,0,6,11183,3674,12,7586,9273,13652,4,1,1,8661,4046,9,5131,3543,8988,2,0,1,5278,4891,9,4714,4643,8758,1,4,3,10215,2581,8,4930,3650,5788,0,2,3,8789,2394,8,5015,4413,9310,3,4,0,0,1,0,1,0,3,0,0,5,0,,1
